"latinName";"kiswahiliName";"fishingGround";"date";"lunarCycle";"month";"season";"metier";"wpue";"reef";"depth.int.std";"seagrass.int.std";"temperature.std";"X.utm";"Y.utm"
"5281";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mtoni";"2014-11-12";2;11;"NEMS";6;1.165;0;-1.17111050853141;-1.69118425344864;0.74796192095665;548648.723486215;9317956.60887077
"5282";"Lethrinus lentjan ";"Changu njana";"Mtoni";"2014-11-12";2;11;"NEMS";6;0.069;0;-1.17111050853141;-1.69118425344864;0.74796192095665;548648.723486215;9317956.60887077
"5286";"Scarus ghobban";"Pono kawaida";"Mtoni";"2014-11-13";2;11;"NEMS";18;2.541;0;-1.17111050853141;-1.69118425344864;0.74796192095665;548648.723486215;9317956.60887077
"5287";"Siganus sutor";"Tasi uzi";"Mtoni";"2014-11-13";2;11;"NEMS";18;0.344;0;-1.17111050853141;-1.69118425344864;0.74796192095665;548648.723486215;9317956.60887077
"5291";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mtoni";"2014-09-09";2;9;"SEMS";19;0.05;0;-1.17111050853141;-1.69118425344864;0.74796192095665;548648.723486215;9317956.60887077
"5298";"Scarus ghobban";"Pono kawaida";"Mtoni";"2014-09-09";2;9;"SEMS";19;0.43;0;-1.17111050853141;-1.69118425344864;0.74796192095665;548648.723486215;9317956.60887077
"5304";"Scarus ghobban";"Pono kawaida";"Mtoni";"2014-09-14";2;9;"SEMS";19;1.091;0;-1.17111050853141;-1.69118425344864;0.74796192095665;548648.723486215;9317956.60887077
"5310";"Leptoscarus vaigiensis";"Pono bodwe";"Mtoni";"2014-09-23";4;9;"SEMS";18;0.1;0;-1.17111050853141;-1.69118425344864;0.74796192095665;548648.723486215;9317956.60887077
"5312";"Scarus ghobban";"Pono kawaida";"Mtoni";"2014-09-23";4;9;"SEMS";18;1.2;0;-1.17111050853141;-1.69118425344864;0.74796192095665;548648.723486215;9317956.60887077
"5322";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-04-06";3;4;"SEMS";22;0.0811111111111111;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5323";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-04-06";3;4;"SEMS";22;0.0133333333333333;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5326";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-04-06";3;4;"SEMS";22;0.00666666666666667;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5327";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-04-06";3;4;"SEMS";22;0.371111111111111;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5333";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-04-07";1;4;"SEMS";21;0.0754545454545455;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5334";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-04-07";1;4;"SEMS";21;1.49090909090909;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5341";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-04-22";4;4;"SEMS";21;0.0925;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5343";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-04-22";4;4;"SEMS";21;0.075;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5345";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-04-22";4;4;"SEMS";21;1.76375;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5348";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-12-23";3;12;"NEMS";24;1.43;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5349";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-12-23";3;12;"NEMS";24;0.133333333333333;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5356";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-03-09";1;3;"NEMS";21;0.1155;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5359";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-03-09";1;3;"NEMS";21;0.13725;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5360";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-03-09";1;3;"NEMS";21;2.561;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5363";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-03-10";1;3;"NEMS";31;0.04;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5364";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-03-10";1;3;"NEMS";31;0.3225;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5365";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-03-10";1;3;"NEMS";31;2.1375;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5367";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-03-24";4;3;"NEMS";21;0.119;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5368";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-03-24";4;3;"NEMS";21;0.492625;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5371";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-03-24";4;3;"NEMS";21;0.606875;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5374";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-03-24";4;3;"NEMS";7;1.941;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5375";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-03-24";4;3;"NEMS";7;2.655;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5382";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-05-05";1;5;"SEMS";11;0.0254285714285714;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5385";"Leptoscarus vaigiensis";"Pono bodwe";"Mwachange";"2014-05-05";1;5;"SEMS";11;0.00842857142857143;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5387";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-05-05";1;5;"SEMS";11;0.00685714285714286;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5388";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-05-05";1;5;"SEMS";11;0.152714285714286;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5391";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-05-20";2;5;"SEMS";9;0.512833333333333;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5394";"Leptoscarus vaigiensis";"Pono bodwe";"Mwachange";"2014-05-20";2;5;"SEMS";9;0.007;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5397";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-05-20";2;5;"SEMS";9;0.164333333333333;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5398";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-05-20";2;5;"SEMS";9;0.0821666666666667;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5401";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-05-27";4;5;"SEMS";21;0.0392727272727273;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5405";"Leptoscarus vaigiensis";"Pono bodwe";"Mwachange";"2014-05-27";4;5;"SEMS";21;0.0352727272727273;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5406";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-05-27";4;5;"SEMS";21;0.0109090909090909;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5407";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-05-27";4;5;"SEMS";21;0.173090909090909;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5418";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-11-27";3;11;"NEMS";7;1.3825;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5419";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-11-27";3;11;"NEMS";7;0.3245;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5420";"Lethrinus mahsena";"Changu tuku";"Mwachange";"2014-11-27";3;11;"NEMS";7;0.0515;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5424";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-10-02";1;10;"SEMS";19;0.0275;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5425";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-10-02";1;10;"SEMS";19;0.0965;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5431";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-10-02";1;10;"SEMS";19;0.292;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5433";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-10-18";4;10;"SEMS";9;0.034;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5434";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-10-18";4;10;"SEMS";9;0.00775;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5438";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-10-18";4;10;"SEMS";9;0.04075;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5439";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-10-18";4;10;"SEMS";9;0.11825;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5443";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-10-18";4;10;"SEMS";21;0.402125;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5444";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-10-18";4;10;"SEMS";21;0.1805;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5446";"Lethrinus mahsena";"Changu tuku";"Mwachange";"2014-10-18";4;10;"SEMS";21;0.019;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5451";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-10-18";4;10;"SEMS";21;0.8235;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5454";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-10-26";3;10;"SEMS";24;2.643;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5456";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-10-26";3;10;"SEMS";24;0.21;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5467";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-09-14";2;9;"SEMS";24;2.552;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5469";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-09-15";2;9;"SEMS";22;0.248272727272727;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5470";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-09-15";2;9;"SEMS";22;0.0269090909090909;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5474";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-09-15";2;9;"SEMS";22;0.163181818181818;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5475";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-09-15";2;9;"SEMS";22;0.512181818181818;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5479";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-09-27";3;9;"SEMS";24;1.54;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5481";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-09-27";3;9;"SEMS";24;0.171;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5482";"Lethrinus mahsena";"Changu tuku";"Mwachange";"2014-09-27";3;9;"SEMS";24;0.018;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5488";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwachange";"2014-09-28";3;9;"SEMS";21;0.2308;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5489";"Lethrinus lentjan ";"Changu njana";"Mwachange";"2014-09-28";3;9;"SEMS";21;0.0124;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5494";"Scarus ghobban";"Pono kawaida";"Mwachange";"2014-09-28";3;9;"SEMS";21;0.2584;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5495";"Siganus sutor";"Tasi uzi";"Mwachange";"2014-09-28";3;9;"SEMS";21;0.0042;0;-1.13516664016215;0.0719701527047638;0.405092263125782;551396.203225586;9318342.29675591
"5507";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-04-21";2;4;"SEMS";7;1.12;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5509";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-04-21";2;4;"SEMS";7;0.23;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5513";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-12-16";4;12;"NEMS";30;0.08;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5514";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-12-16";4;12;"NEMS";30;0.025;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5522";"Scarus ghobban";"Pono kawaida";"Majina";"2014-12-16";4;12;"NEMS";30;0.6;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5523";"Siganus sutor";"Tasi uzi";"Majina";"2014-12-16";4;12;"NEMS";30;0.015;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5528";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-12-16";4;12;"NEMS";21;0.341111111111111;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5529";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-12-16";4;12;"NEMS";21;0.0522222222222222;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5530";"Lethrinus mahsena";"Changu tuku";"Majina";"2014-12-16";4;12;"NEMS";21;0.00333333333333333;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5531";"Siganus sutor";"Tasi uzi";"Majina";"2014-12-16";4;12;"NEMS";21;0.575555555555555;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5536";"Scarus ghobban";"Pono kawaida";"Majina";"2014-12-17";4;12;"NEMS";31;0.285;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5544";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-12-31";1;12;"NEMS";24;2.26;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5545";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-12-31";1;12;"NEMS";24;0.27;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5550";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-12-31";1;12;"NEMS";21;0.00888888888888889;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5551";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-12-31";1;12;"NEMS";21;0.324444444444444;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5554";"Siganus sutor";"Tasi uzi";"Majina";"2014-12-31";1;12;"NEMS";21;0.461111111111111;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5556";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-02-15";2;2;"NEMS";24;1.85;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5557";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-02-15";2;2;"NEMS";24;0.264;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5560";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-02-22";4;2;"NEMS";21;0.249777777777778;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5561";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-02-22";4;2;"NEMS";21;0.0622222222222222;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5565";"Scarus ghobban";"Pono kawaida";"Majina";"2014-02-22";4;2;"NEMS";21;0.100444444444444;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5566";"Siganus sutor";"Tasi uzi";"Majina";"2014-02-22";4;2;"NEMS";21;0.800777777777778;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5569";"Lethrinus mahsena";"Changu tuku";"Majina";"2014-02-22";4;2;"NEMS";24;0.0245;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5573";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-02-23";4;2;"NEMS";31;0.027;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5574";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-02-23";4;2;"NEMS";31;0.018;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5577";"Leptoscarus vaigiensis";"Pono bodwe";"Majina";"2014-02-23";4;2;"NEMS";31;0.117;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5579";"Scarus ghobban";"Pono kawaida";"Majina";"2014-02-23";4;2;"NEMS";31;0.164;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5581";"Siganus sutor";"Tasi uzi";"Majina";"2014-02-23";4;2;"NEMS";31;1.71;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5582";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-02-23";4;2;"NEMS";19;0.203;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5583";"Siganus sutor";"Tasi uzi";"Majina";"2014-02-23";4;2;"NEMS";19;3.297;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5586";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-05-04";3;5;"SEMS";24;1.602;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5588";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-05-04";3;5;"SEMS";24;0.162;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5589";"Lethrinus mahsena";"Changu tuku";"Majina";"2014-05-04";3;5;"SEMS";24;0.021;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5601";"Lutjanus fulviflamma";"Changu ginge kawaida";"Majina";"2014-11-27";3;11;"NEMS";24;3.473;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5602";"Lethrinus lentjan ";"Changu njana";"Majina";"2014-11-27";3;11;"NEMS";24;0.5225;0;-1.0501793244146;-1.31116684667228;0.24140298370954;552163.872621837;9319407.29237869
"5611";"Leptoscarus vaigiensis";"Pono bodwe";"Nyombi";"2014-04-29";3;4;"SEMS";121;2.34;1;1.36749134193451;1.21914059880912;-0.643425641301779;548682.151081067;9326337.07310514
"5612";"Scarus ghobban";"Pono kawaida";"Nyombi";"2014-04-29";3;4;"SEMS";121;0.32;1;1.36749134193451;1.21914059880912;-0.643425641301779;548682.151081067;9326337.07310514
"5613";"Siganus sutor";"Tasi uzi";"Nyombi";"2014-04-29";3;4;"SEMS";121;0.28;1;1.36749134193451;1.21914059880912;-0.643425641301779;548682.151081067;9326337.07310514
"5618";"Scarus ghobban";"Pono kawaida";"Mwamba kungu";"2014-02-24";4;2;"NEMS";72;0.75;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5623";"Scarus ghobban";"Pono kawaida";"Mwamba kungu";"2014-02-27";4;2;"NEMS";121;0.5;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5632";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwamba kungu";"2014-04-09";1;4;"SEMS";116;1.29;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5633";"Lethrinus lentjan ";"Changu njana";"Mwamba kungu";"2014-04-09";1;4;"SEMS";116;1.14;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5634";"Lethrinus mahsena";"Changu tuku";"Mwamba kungu";"2014-04-09";1;4;"SEMS";116;0.74;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5642";"Scarus ghobban";"Pono kawaida";"Mwamba kungu";"2014-04-09";1;4;"SEMS";116;1.1;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5647";"Lethrinus lentjan ";"Changu njana";"Mwamba kungu";"2014-04-09";1;4;"SEMS";107;0.16;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5653";"Leptoscarus vaigiensis";"Pono bodwe";"Mwamba kungu";"2014-04-09";1;4;"SEMS";107;1.05;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5656";"Scarus ghobban";"Pono kawaida";"Mwamba kungu";"2014-04-09";1;4;"SEMS";107;2.88;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5657";"Siganus sutor";"Tasi uzi";"Mwamba kungu";"2014-04-09";1;4;"SEMS";107;6.5;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5658";"Siganus sutor";"Tasi uzi";"Mwamba kungu";"2014-04-10";1;4;"SEMS";111;5.5;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5662";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwamba kungu";"2014-04-16";2;4;"SEMS";109;4.34;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5663";"Lethrinus lentjan ";"Changu njana";"Mwamba kungu";"2014-04-16";2;4;"SEMS";109;3.86;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5666";"Leptoscarus vaigiensis";"Pono bodwe";"Mwamba kungu";"2014-04-16";2;4;"SEMS";109;0.23;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5668";"Leptoscarus vaigiensis";"Pono bodwe";"Mwamba kungu";"2014-04-24";4;4;"SEMS";118;5.5;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5670";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwamba kungu";"2014-04-29";3;4;"SEMS";115;0.2;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5672";"Lethrinus mahsena";"Changu tuku";"Mwamba kungu";"2014-04-29";3;4;"SEMS";115;0.13;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5682";"Siganus sutor";"Tasi uzi";"Mwamba kungu";"2014-04-29";3;4;"SEMS";115;0.19;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5685";"Scarus ghobban";"Pono kawaida";"Mwamba kungu";"2014-12-06";2;12;"NEMS";123;0.05;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5686";"Siganus sutor";"Tasi uzi";"Mwamba kungu";"2014-12-06";2;12;"NEMS";123;0.9;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5697";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwamba kungu";"2014-12-06";2;12;"NEMS";108;3.89;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5698";"Lethrinus lentjan ";"Changu njana";"Mwamba kungu";"2014-12-06";2;12;"NEMS";108;1.65;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5710";"Leptoscarus vaigiensis";"Pono bodwe";"Mwamba kungu";"2014-12-07";2;12;"NEMS";122;0.2;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5711";"Scarus ghobban";"Pono kawaida";"Mwamba kungu";"2014-12-07";2;12;"NEMS";122;2.3;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5715";"Scarus ghobban";"Pono kawaida";"Mwamba kungu";"2014-12-07";2;12;"NEMS";123;0.43;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5724";"Siganus sutor";"Tasi uzi";"Mwamba kungu";"2014-12-14";4;12;"NEMS";123;1.02;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5725";"Siganus sutor";"Tasi uzi";"Mwamba kungu";"2014-12-15";4;12;"NEMS";123;2;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5729";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mwamba kungu";"2014-12-24";3;12;"NEMS";109;0.57;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
"5730";"Lethrinus lentjan ";"Changu njana";"Mwamba kungu";"2014-12-24";3;12;"NEMS";109;0.95;1;1.30145783458996;1.67521308927772;-0.643425641301779;548675.73890459;9326615.65382892
